,Host ID,Host Lat,Host Lng,TOWN,NAME,COUNTRY,Address1,Postcode,PNO,NSF,Branch IDs,Venue ID,Venue Name,Venue Distance,Venue Address,Venue Lat,Venue Lng,Venue Category
145,TS1274,51.522913232647,-0.721018695787853,MAIDENHEAD,MAIDENHEAD,ENG,45-49 Nicholson Shopping Centre,SL6 1PY,973,2750,"TM8114,TS1274",4ca86cac76d3a093288c156b,JD Sports,8997,"['12A Peascod St', 'Windsor', 'Berkshire', 'SL4 1DU', 'United Kingdom']",51.48269510596993,-0.7540547847747803,Sporting Goods Shop
146,TS1291,55.7601775550406,-4.18278677513311,EAST KILBRIDE,EAST KILBRIDE,SCO,Unit Lr1/2,G74 1LL,980,3840,"TM8394,TS1291",4bd805f50b779c74be3a06a0,JD Sports,207,"['186 Trongate (Glassford St)', 'Glasgow', 'Glasgow City', 'G1 5RY', 'United Kingdom']",55.75972058202065,-4.252762906745944,Sporting Goods Shop
147,TS1312,55.459779299999994,-4.6264503,AYR,AYR,SCO,Unit 6,KA7 1TN,981,3500,"TM8412,TS1312",58a878e7a55db02433fa0d2d,JD Sports,38,"['Unit 5 Ayr Central', 'Ayr', 'South Ayrshire', 'KA7 1TN', 'United Kingdom']",55.4600756,-4.6261454,Sporting Goods Shop
148,TS1313,50.88523304268129,-1.24632432605335,WHITELEY,WHITELEY VILLAGE,ENG,Whiteley Way,PO15 7PD,988,5000,"TM8413,TS1313",51d1c687498e62b1c62be52e,JD Sports,36,"['Unit B4, Whiteley Valley', 'Fareham', 'Hampshire', 'PO15 7LL', 'United Kingdom']",50.885534,-1.246531,Sporting Goods Shop
149,TS1319,51.513261,-0.159628,LONDON (MARBLE ARCH),MARBLE ARCH,ENG,536-540 Oxford Street,W1C 1LS,805,6620,"TM8757,TS1319",4ac518f1f964a520ecad20e3,JD Sports,1407,"['197-203 Oxford Street', 'West End', 'Greater London', 'W1D 2LE', 'United Kingdom']",51.428388,-0.167446,Sporting Goods Shop
150,TS1321,51.31990382432161,-0.5604018309239089,WOKING,WOKING,ENG,Unit 46,GU21 6GD,989,3000,"TM8420,TS1321",4bf7d65e5ec320a1899287d3,JD Sports,94,"['35 North Street', 'Guildford', 'Surrey', 'GU1 4TE', 'United Kingdom']",51.2359826269961,-0.7462441921234131,Sporting Goods Shop
151,TS1354,51.439395899999994,0.2711872,DARTFORD (BLUEWATERPARK),BLUEWATER PARK,ENG,"Unit 27-58, Upper Rose Gallery",DA9 9SP,992,14800,"TM8487,TS1354",4c2b49be77cfe21ee934b4f1,JD Sports,142,"['L071 Lower Thames Walk (Bluewater Shopping Centre)', 'Kent', 'DA9 9SL', 'United Kingdom']",51.438532815053904,0.14783263206481936,Sporting Goods Shop
152,TS2806,51.5252091993175,-2.59573012402087,BRISTOL (CRIBBSCAUSEWAY),BRISTOL CRIBBS CAUSEWAY,ENG,"Unit 49 Lower Level, The Mall",BS34 5GG,985,6200,"TM8451,TS2806",4b05883ef964a52043ba22e3,JD Sports,8,"['Lr40 Lower Level The Mall, Cribbs Causeway (Cribbs Causeway)', 'Bristol', 'BS34 5UP', 'United Kingdom']",51.4481915,-2.5957777,Sporting Goods Shop
153,TS2851,53.64597489769879,-1.7791979326777398,HUDDERSFIELD,HUDDERSFIELD KINGSGATES,ENG,Unit 26 Kingsgates Centre,HD1 2QB,995,4500,"TM8475,TS2851",4c711a8ab5a5236abe195252,JD Sports,37,"['Unit 1 Kingsgate Shopping Centre', 'Huddersfield', 'Kirklees', 'HD1 2QB', 'United Kingdom']",53.64615310066369,-1.8580051951064436,Sporting Goods Shop
154,TS2879,51.7514758745725,-1.2593504284495,OXFORD,OXFORD,ENG,22 Queen Street,OX1 1EP,1061,10100,"TM8571,TS2879",55f17b71498e8a4f3bcf3dd4,JD Sports,292,"['Unit 3 John Allen Cr, Btn Towns Road, Cowley', 'Oxford', 'Oxfordshire', 'OX4 3JP', 'United Kingdom']",51.733754599391176,-1.2613999843597412,Sporting Goods Shop
155,TS2880,52.562091318070706,-1.82560476233488,SUTTON COLDFIELD,SUTTON COLDFIELD,ENG,204 The Parade,B72 1PB,1021,3000,"TM8573,TS2880",4b831f50f964a52000f930e3,JD Sports,48,"['1 New Street', 'Birmingham', 'West Midlands', 'B2 4RF', 'United Kingdom']",52.47436380618179,-1.98678195476532,Sporting Goods Shop
156,TS2881,52.482058345016796,-2.11120199888267,DUDLEY (MERRY HILL),DUDLEY MERRY HILL,ENG,"Unit L81, The Merry Hill Centre",DY5 1SN,1024,9000,"TM8572,TS2881",4cfa84f6dccef04df8c9b59c,JD Sports,278,"['Selly Oak Shopping Park', 'Selly Oak', 'West Midlands', 'B29 6SJ', 'United Kingdom']",52.44238243695448,-2.127989,Sporting Goods Shop
157,TS2884,51.65471701244039,-0.393358439198212,WATFORD,WATFORD,ENG,Unit 123,WD17 2TH,1243,2775,"TM8577,TS2884",4b98f1aaf964a520b95735e3,JD Sports,71,"['St Anns Road', 'Harrow on the Hill', 'Greater London', 'HA1 1JX', 'United Kingdom']",51.581607399999996,-0.4712507128715515,Sporting Goods Shop
158,TS2892,52.37147884,4.89189362,Z HOLLAND AMSTERDAM R,KALVERSTRAAT,NL,Unit 48/52,1012PE,3500,10203,"TM8580,TS2892",56276132498e87d33210ebfd,JD Sports,362,"['196 Nieuwendijk', '1012 MV Amsterdam', 'Nederland']",52.35448163822464,4.890640588954966,Sporting Goods Shop
159,TS2954,51.7478196768204,-0.47316883422324896,HEMEL HEMPSTEAD,HEMEL HEMPSTEAD,ENG,Unit 6/7/8,HP1 1BT,1033,3123,"TM8616,TS2954",4bc34f68461576b0d56e7e32,JD Sports,226,"['High Wycombe', 'Buckinghamshire', 'United Kingdom']",51.655268,-0.4712507128715515,Sporting Goods Shop
160,TS3044,53.581407207600606,-2.4300211359163,BOLTON,BOLTON,ENG,Unit 19,BL1 2AL,1066,4000,"TM8668,TS3044",4cce650a97d0224b3ba86bb8,JD Sports,16,"['37 Market Place', 'Bolton', 'Lancashire', 'BL1 2AL', 'United Kingdom']",53.49935409259885,-2.534621,Sporting Goods Shop
161,TS3105,51.4895589,6.885919599999999,Z GERMANY OBERHAUSEN R,CENTRO OBERHAUSEN,DE,Centroallee 118/119,46047,3505,8900,"TM8667,TS3105",56152356498ecc7410c60e0c,JD Sports,9019,"['Limbecker Platz 1a', '45127 Essen', 'Deutschland']",51.45840581989808,7.006005048751831,Sporting Goods Shop
162,TS3112,51.41603081081121,-0.7495101843118329,BRACKNELL,BRACKNELL,ENG,1 Braccan Walk,RG12 1BE,1019,4135,"TM8712,TS3112",4bf7d65e5ec320a1899287d3,JD Sports,119,"['UNIT 7, BRACCAN WALK, THE LEXICON SC', 'Bracknell', 'Bracknell Forest', 'RG12 1BE', 'United Kingdom']",51.33809062678435,-0.7488416,Sporting Goods Shop
163,TS3129,52.52027755,13.404729622302899,Z GERMANY BERLIN R,BERLIN KAUFHOF,DE,Galeria Kaufhof,10178,3508,9759,"TM8721,TS3129",5a8eced8f8cbd46ab8856e2c,JD Sports,8348,"['Schlossstraße 117', '12163 Berlin', 'Deutschland']",52.46236942932585,13.326460272073744,Sporting Goods Shop
164,TS3177,52.07584113928571,4.30891749464286,Z HOLLAND DEN HAAG R,DEN HAAG,NL,Den Haag,2511BG,3511,6792,"TM8862,TS3177",5a8ecef4f4b5255793e89be9,JD Sports,210,"['8 Spuistraat', '2511 BD Den Haag', 'Nederland']",52.077265774377395,4.3109482526779175,Sporting Goods Shop
165,TS3178,51.9205603355263,4.48330226842105,Z HOLLAND ROTTERDAM R,ROTTERDAM,NL,Rotterdam,3011PM,3510,6530,"TM8744,TS3178",52f2499511d20ef978d3810d,JD Sports,451,"['Lijnbaan 77', '3012 EM Rotterdam', 'Nederland']",51.88680106696882,4.47672829946896,Sporting Goods Shop
166,TS3180,53.228607,-0.5408199,LINCOLN,LINCOLN,ENG,Unit Ru2,LN2 1AP,1040,4490,"TM8749,TS3180",50dd8f01e4b07549714a148a,JD Sports,380,"['Unit A 158 High Street (Unit A)', 'Lincoln', 'Lincolnshire', 'LN5 7TP', 'United Kingdom']",53.22543580714263,-0.5429587288360835,Sporting Goods Shop
167,TS3190,-33.892378825,151.2506208,Z AUSTRALIA SYDNEY R,BONDI JUNCTION SYDNEY,AU,500 Oxford Street,NSW 2022,3400,8923,"TM8762,TS3190",5c00cb9eff0306002cc12b7d,JD Sports,4700,"['Shop T4, 189 Sydney Arcade,  Pitt Street Mall  2000', 'Sydney NSW 2000', 'Australia']",-33.869225,151.2080901,Sporting Goods Shop
168,TS3191,-37.81423,144.963151248438,Z AUSTRALIA MELBOURNE R,EMPORIUM,AU,Emporium Shopping Centre,3000 VIC,3402,13277,"TM8763,TS3191",5902a12535d3fc51b966ff67,JD Sports,429,"['Melbourne VIC 3000', 'Australia']",-37.810369322243005,144.88636,Sporting Goods Shop
169,TS3194,-33.87082589999999,151.205152,Z AUSTRALIA SYDNEY R,GOWINGS,AU,Gowings Building,2000 NSW,3403,10241,"TM8761,TS3194",5c00cb9eff0306002cc12b7d,JD Sports,324,"['Shop T4, 189 Sydney Arcade,  Pitt Street Mall  2000', 'Sydney NSW 2000', 'Australia']",-33.869225,151.2080901,Sporting Goods Shop
170,TS3274,50.93980870000001,6.9547510909817305,Z GERMANY COLOGNE R,COLOGNE KAUFHOF,DE,Hohe Straße 41-53,50667,,10113,"TM8803,TS3274",558ec612498e164a5dcea758,JD Sports,173,"['Hohe Str. 128-132', '50667 Köln', 'Deutschland']",50.93796879999999,6.956547796726228,Sporting Goods Shop
